"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
18/11/2014	,0.0151547109741605,-0.010373234741573,-0.00701665316567322,0.0142896896422387,-0.0109953030517508,0.000424927844735246
19/11/2014	,0.0245627008566664,0.00606595454189224,0.0143872351000469,0.00689466964488244,-0.00882934365394679,0.000425641157396406
21/11/2014	,0.0462458968844081,-0.00477950638282937,0.0177940738293676,0.0156514969258391,-0.0205618430291001,0.000425641157396406
24/11/2014	,-0.0112627216990004,0.00395112009695988,0.00127888644397522,-0.00194016046385084,0.00582701264019051,0.000426710887086124
25/11/2014	,0.000686256915625261,-0.0083944502011855,-0.00165843375798706,0.00474840283949716,-0.0128558180011473,0.000427780329750771
26/11/2014	,-0.00761850441526656,0.0233402206963803,0.00481342744059124,0.0186077007929292,0.00207296358685251,0.000429205807086497
27/11/2014	,-0.00552267779558883,0.00240413662259826,-0.00415564576260309,-0.0060901200242844,0.00782254167210389,0.00042991835462125
28/11/2014	,0.00127059592036756,0.00150937481570547,-0.00111823314303929,-0.00861406143043855,0.00319053610409119,0.000431343067653023
01/12/2014	,-0.0429580875766337,0.0126384528866552,-0.00581344856106378,0.000422205880549295,0.0161400075830349,0.000432411268323163
02/12/2014	,-0.0116241409930053,5.60937941717623e-05,-0.00106700382444829,0.00911147385878299,0.00901394045152204,0.000434190966840831
03/12/2014	,0.0100567778847013,-0.00109014168755065,0.0142847266793243,0.00183969456484607,-0.00617065677970379,0.000435614153725616
04/12/2014	,-0.0145618446153733,-0.00994739880315562,-0.0163565362868874,0.00539449817862843,-0.00247264347258016,0.000435258404642536
05/12/2014	,0.010049987570698,-0.0149548614646765,-0.00398706307466243,0.00197932589018643,-0.0129746257904819,0.000435614153725616
08/12/2014	,-0.030342710753808,0.00218610484178432,-0.0113736785697489,0.0131369895107402,0.00471759938242632,0.000435969871059427
09/12/2014	,-0.00343804077221918,-0.0114472631250113,-0.0108217849693572,0.0147082694960367,-0.00824153985853123,0.000436325556649741
10/12/2014	,-0.0105028710726028,-0.0350376013858096,-0.0276045944086816,0.0275560534987295,-0.030538325347804,0.000437036832622084
11/12/2014	,0.00614613809719182,-0.0320311847835174,-0.0161964553894978,0.0246001950156138,-0.0262066735426513,0.00043668121050211
12/12/2014	,-0.0354387976052227,0.00661825958143638,0.0114118845448276,0.0109811040622936,0.0114201789832443,0.000437036832622084
15/12/2014	,-0.0197807584130597,-0.0355477532021493,-0.0212048665543881,0.00228320226834189,-0.0297512313568337,0.000437392423015881
16/12/2014	,-0.00309319791718556,0.00213171049578364,0.0245825184070567,-0.00981054056492366,0.00681365740746981,0.000440236004689565
17/12/2014	,0.0318459313040556,-0.00570691340021911,0.023374745686606,0.00457231917023548,-0.0190591541041101,0.000440236004689565
18/12/2014	,-0.00363596468927413,0.0062184623627196,-0.00719966104264403,-0.00359709521723422,0.000543385725219545,0.000440236004689565
19/12/2014	,0.0207432087978007,-0.0182532578242697,0.00509514350470101,0.00592340187137632,-0.0135309312777174,0.000440236004689565
22/12/2014	,0.00956020741966511,0.00498315257851912,-0.00572794197215118,-0.00577958952339681,0.00474656737309307,0.000440591309799343
23/12/2014	,0.0140270095601739,7.96745986777203e-05,0.0171669551528447,-0.0133915171186432,0.0065594921683817,0.000440946583239121
26/12/2014	,-0.0123435404780837,0.0223271352554067,0.000272446717102201,0.00187131293663522,0.0228273303260178,0.000442012213595966
29/12/2014	,0.00754634543624883,-0.00470573245200272,0.00175151079516106,0.00334437980048435,-0.00263444228846605,0.000441657035131993
30/12/2014	,-0.00928847357918277,0.0191082960370215,-0.000390820699106052,-0.00882650942805785,0.0204023042351093,0.00044236736041281
02/01/2015	,-0.0283476851079715,0.00944020367850874,0.00115163106183836,-0.003030069258799,0.0142499401643162,0.000442722475588075
05/01/2015	,-0.0203302334664406,-0.019985896277301,-0.00631143897188979,0.0244436915789598,-0.0137649466404304,0.000444497577037684
06/01/2015	,0.00879989434858885,-0.0237200622535469,0.00759760612540139,-0.00695592046772593,-0.0332370898963034,0.000444497577037684
07/01/2015	,0.026666648589329,-0.0047591888058139,0.00974722721211093,-0.00947951755725108,-0.0124411829551944,0.000444852502481607
08/01/2015	,0.00773535359038891,-0.00527085744128981,-0.00142440799307789,-0.000794599029224077,-0.00748778578714459,0.000445562258569066
09/01/2015	,-0.0208379876423241,0.0142374965589461,-0.00567555941306315,-0.000618697469502168,0.0192983026003324,0.000445917089223702
12/01/2015	,-0.0105958759065886,-0.0185058714628048,-0.0148501090553903,0.0157858113931295,-0.0141919192360839,0.000447336096046413
13/01/2015	,-0.00169801246832245,-0.00124120278269892,-0.00526541584861073,0.00722088319982233,0.00580976972992322,0.000447690768831333
14/01/2015	,-0.00601434586854474,-0.0113834502793953,-0.0232551582116584,0.0278933201668543,-0.00642135160040599,0.000448400019735562
15/01/2015	,0.00544890776895204,-0.0186085848342743,-0.00170658909638778,0.00852130802972562,-0.0202608815254656,0.000449109144456505
16/01/2015	,0.0188037585868436,-0.0126704282202858,-0.00862820938341451,0.00997368868158159,-0.0170114877588737,0.000449109144456505
19/01/2015	,-0.0236089369363028,0.00775766629761305,-0.00615042170899754,-0.00221434046945381,0.0127969844792376,0.00044981814303946
20/01/2015	,0.00346411448843989,-0.000942687555131934,-0.00140525717062824,0.00234214627646087,-0.00181794417151026,0.000450527015529056
21/01/2015	,0.0235944441751358,0.00264726697013858,0.0100615008052214,-0.00235263077603972,-0.00429623939135027,0.000450881404503001
22/01/2015	,0.00459676520146983,0.0130323698021778,0.0264907258868035,-0.0170750432840936,0.0125402861729762,0.000453007076906653
23/01/2015	,-0.0115780333495354,0.00712667899626114,-0.00633132216804345,0.0142957178761349,0.0089782346374826,0.000453007076906653
26/01/2015	,-0.00573510216755516,-0.0179599142342121,-0.0111061949957853,0.0119020742192414,-0.00865838247101787,0.000453007076906653
27/01/2015	,-0.000155720506219374,-0.0116468440298241,-0.00624263226652985,0.014698982933773,0.00286483046215205,0.000453007076906653
28/01/2015	,-0.0146772512872821,-0.0051345523785015,-0.0131287137480707,0.00422443182193833,0.00196254962107866,0.000452652876887338
29/01/2015	,0.00366488812888677,-0.00778266767242825,-0.0118595946085964,0.00702431832159281,-0.00403025534444846,0.000453007076906653
30/01/2015	,-0.0184292091311168,-0.0132083861252488,-0.000765803993690549,0.0135679229555437,-0.00572853760410661,0.000453007076906653
02/02/2015	,0.0114696486487597,0.00014262257485077,0.00396938624812527,-0.00456198717639583,0.000374652173051821,0.000454423562311179
03/02/2015	,0.0233494834388736,0.00604503943642444,0.0175648712241234,-0.0236124423831025,-0.00346423232652211,0.000454777605022327
04/02/2015	,0.00498260225686758,0.000221732329970911,0.00368689801338179,0.00129290993933132,0.00081140501582794,0.000455485596115857
05/02/2015	,0.00128002768415279,0.0145468104126781,0.00215151124974061,-0.0130425639851251,0.0107060900610495,0.000456547347017944
06/02/2015	,-0.00798527452795417,-0.0107098681022639,0.00538197174874715,0.000129154839615519,-0.0109088795029377,0.000456547347017944
09/02/2015	,0.0115458034774308,-0.00856109194652979,0.00770843553887259,-0.00474807177132803,-0.0107737795769619,0.000457962575077575
10/02/2015	,-0.0154420358049398,0.00212383112645071,0.000204404636801559,-0.00193406654812866,0.00457063877081816,0.000459023666460334
11/02/2015	,-0.00570521239511379,-0.0188030178517021,0.0130829480198949,0.00730748685772956,-0.0104651295578677,0.000460791524617754
12/02/2015	,0.021632175765501,-0.0116277907299877,-0.00302770492026251,0.0214117556440039,-0.00381998831169621,0.000461145002177199
13/02/2015	,0.0189832910799906,-0.00592623906075487,0.00184029189203601,0.00300276544794801,-0.00580077298454345,0.00046185186326908
18/02/2015	,0.0118541350031943,0.00131744852509491,0.00361881126428141,-0.00364280082813211,-0.00499321209288744,0.000463265209498909
19/02/2015	,0.000230226319006968,-0.00827791193158211,-0.0140526815318026,0.0151466396015285,-0.00625738740268578,0.000463971694726117
20/02/2015	,-0.00177654347524999,-0.00148612186371543,-0.00223747711876227,-0.00364834286205193,-0.00543811133113131,0.000464678054754142
23/02/2015	,0.00105390741100069,-0.00507592529729592,-0.0212940222004083,0.0156213235591221,-0.00159054100246803,0.000465384289627613
24/02/2015	,0.00949398727372658,0.00154762653742254,-0.00393883094393776,-0.0066285392575949,0.00311128468962286,0.000465737360145102
25/02/2015	,-0.00267153923529045,-0.00584321586096124,-0.00319516611330169,0.0094515630465426,-0.00705975679205978,0.000466443407369788
26/02/2015	,0.000418355521804422,0.0104891613074621,0.0161666846823772,-0.0208129404479903,0.0170688226442835,0.000466796384087864
27/02/2015	,-0.00391414829451697,-0.0104728182345587,0.0274757458913373,-0.00446259262615255,-0.0234973754807389,0.000466796384087864
02/03/2015	,-0.00889330038091758,0.00875293654566857,-0.00725397139751567,-0.00176428798077915,0.0157534343804815,0.000468207978462143
03/03/2015	,0.0055236516204213,-0.00565029616062782,0.00551069324620801,-0.00410720462342596,-0.00422920408158211,0.000468913588227871
04/03/2015	,-0.016001516992804,0.00292412685925735,0.00301601824402731,-0.00329822068355648,0.00124588704898605,0.000471029668371203
05/03/2015	,-0.000571863576170247,-0.00280086571818823,-0.00379055356843492,0.0042197333561662,0.000335140425777318,0.000471382239201512
06/03/2015	,-0.00816790675754656,-0.00390035188659653,0.00410426620189742,0.00378037735925838,0.00154040126226943,0.000471734778848543
09/03/2015	,-0.0149098899655772,-0.0153546350995052,0.00595142246482613,-0.00414747356086042,-0.0100749400267105,0.000473144625713129
10/03/2015	,-0.0173542245207227,-0.000439628932941359,-0.00734725256638989,0.00746757715228276,-0.000961857696018944,0.000472792210744588
11/03/2015	,0.0132073685525827,-0.00429643211505257,-0.00995513356187995,0.00947983160506916,-0.00172888036584606,0.00047243976461453
12/03/2015	,0.000381562469926781,0.00492141582385324,-0.00012705506964136,0.00198362116912484,0.0067222691799994,0.00047243976461453
13/03/2015	,-0.00523033885452509,0.00278467676667389,0.0130739687431264,-0.0168855021809535,0.00448878287437964,0.000473144625713129
16/03/2015	,0.00263517981420076,-0.00983379237168432,-0.00766624514819578,0.00368293970321002,-0.0153757607500993,0.000472792210744588
17/03/2015	,0.0243474184498037,-0.0108579460380611,0.0181719455532918,-0.00571778838799622,-0.0128981366492344,0.000473144625713129
18/03/2015	,0.0224425450532422,-0.000621951132541619,0.00654334841134566,0.00829691086214587,-0.00435682378257256,0.00047243976461453
19/03/2015	,-0.00971972248506081,-0.00892354951609636,-0.00465295064832878,0.0099575563391535,-0.00368791518258358,0.00047243976461453
20/03/2015	,0.0155587861403193,-0.0141965853060708,-0.00255596251925981,0.00505782620953432,-0.0175437451826026,0.00047243976461453
23/03/2015	,-0.00119432677914392,0.00340690341574687,0.00593453450015425,-0.00508107865166373,0.00171451612296709,0.000472087287317624
24/03/2015	,-0.00660507090450243,0.00543248349236977,0.00623887829158293,-0.00603778708190892,0.00667097708367999,0.00047243976461453
25/03/2015	,0.00520070418011346,-0.00253886470838383,-0.000255771214587109,-0.005860857104923,-0.00473915298978273,0.000472087287317624
26/03/2015	,-0.0242963878952163,0.0102249485995204,-0.00076905340096531,-0.00465289980033669,0.00653055949260841,0.000472087287317624
27/03/2015	,-0.00652457879935225,0.000398376035443437,-0.0086812115117797,0.0126006577137586,0.00248782422656411,0.000471734778848543
30/03/2015	,0.0220568954854836,-0.0178877678354105,-0.00136567498669235,0.0175597653707484,-0.0142686239211661,0.000472087287317624
31/03/2015	,-0.00213147956763701,0.00127954854767462,-0.00702290417890524,0.0117261425462129,0.00724890540615203,0.00047243976461453
01/04/2015	,0.0203923595004721,-0.00298112096516438,0.005100053512723,-0.00464994673010178,-0.00496133005297071,0.000472087287317624
02/04/2015	,0.0124920373481198,0.00469054852981662,0.0050242425028965,-0.00224419341447303,0.00172374009763701,0.000472087287317624
06/04/2015	,0.0117809391886918,0.00978784755114365,0.00624470161962402,-0.00845168623161131,0.00903070150936128,0.000473144625713129
07/04/2015	,-0.00143520934581833,-0.00519224929452176,-0.00588349472565044,0.00497874967437333,-0.000395690727291139,0.000473497009526147
08/04/2015	,-0.0022127432624782,-0.000678643954955278,-0.00154233303258108,0.00229813597279708,0.00211309134760319,0.00047420168370671
09/04/2015	,2.26257592639686e-05,-0.00353162958203409,-0.00225736106271242,-0.00363688589138826,-0.00328217617320826,0.000474906233330241
10/04/2015	,0.00819163528880364,0.018138230044795,0.0104842139576045,-0.00821080402045017,0.0140049727976884,0.000474906233330241
13/04/2015	,-9.72599843792005e-06,-0.00591311852822238,0.000294285924181816,-0.00546334711487215,-0.00108619560923459,0.000476314959083401
14/04/2015	,-0.00495252778120462,0.0115154649182202,-0.00222165586908773,-0.00975324868668746,0.0115303196167649,0.000477371176764274
15/04/2015	,0.013882616863761,-0.0103344916612779,0.00556238220802992,-0.00981675751433729,-0.0142733931977613,0.000478427114638302
16/04/2015	,-0.00315757865519074,0.00596356966131899,-0.00128609628513536,-0.00161909137202242,0.00379198574759738,0.000479482772854034
17/04/2015	,-0.0123439182034701,0.0171502548172388,0.00382696370917635,-0.00689902499782891,0.0210636257045363,0.000480186389705484
20/04/2015	,-0.00349376139876753,-0.00111892798341223,0.00159257689065206,-0.00322580027320386,-0.00357940412260078,0.000482296495339263
22/04/2015	,0.0128861780837333,-0.00336595583838709,0.0088532731894896,-0.00721479593468349,-0.00936468408768273,0.000483351129410003
23/04/2015	,0.0130286080097274,-0.00942452366148999,-0.00079009464467591,-0.00358680586119109,-0.0084349552307607,0.00048370261210029
24/04/2015	,0.011509893810391,0.0050632232459377,0.0052527758763325,-0.0121368605994548,0.00360647160111034,0.000484405484513895
27/04/2015	,-0.0167760441447267,0.00492735668779296,-0.00637001738795239,0.00152335334764575,0.00255284700613449,0.000485459560798596
28/04/2015	,0.00576600594992926,-0.0179658825073024,-0.00348898511850527,0.0159134572514473,-0.0085187346884362,0.000485810857626001
29/04/2015	,-0.00771029724363772,0.00384143449305991,-0.00439307603880567,0.00302272825126993,0.00488106475817775,0.000487215735410107
30/04/2015	,0.0125163013284358,-0.0109992950813692,6.45211085630124e-05,0.00515558683033702,-0.0198017155004121,0.000489322124111125
04/05/2015	,0.0179635955065623,-0.0116009067278677,-0.0064610612119772,-0.00608811500838934,0.00234188648027549,0.00049037490119197
05/05/2015	,0.00927606196750671,0.00100963712703862,0.0103003183866922,-0.00245867044471874,-0.00505189345868976,0.000490725765104338
06/05/2015	,-0.0122408767344833,0.000411142915184653,-0.00687280353227476,-0.00400059442941792,0.00195466734610538,0.000491778171573198
07/05/2015	,-0.00290493281812859,-0.00768897717382421,-0.016909059798366,0.0179854923052637,-0.00104311538073583,0.000492479621550412
08/05/2015	,0.00500106890829137,-0.0129827225576396,-0.00193911572499358,0.0201264861733197,-0.00706312451932368,0.000492479621550412
11/05/2015	,-0.000280992264096755,-0.00808620602547612,0.0152479860872243,-0.0017288634624298,-0.00759003701162673,0.000493531565121996
12/05/2015	,-0.00735070826426829,-0.0028945039075415,-0.0154783958943231,0.00853308262788697,-0.00255939976196701,0.000494232706636843
13/05/2015	,-0.0069254075612684,-0.00110966407158184,-0.00442018273141902,0.00516153536010612,0.00207926944881255,0.000494933724842994
14/05/2015	,0.00420515569678737,0.000420472731870782,-0.00813337482909586,0.00286031676520708,-0.00159422733559258,0.000495634619783747
